id,checked,notes,slug,tecservices_id,organization_name,organization_type,full_address,address,city,state,zip_code,org_phone,hours,website,appointment,internet,wifi,training,pc_use_restrictions,hardware_public,assistive_technology,internet_upload,internet_download,volunteers_used,volunteers_used_how,volunteers_wanted_how,public_wifi_detail,nearest_parking,nearest_parking_detail,public_transportation_detail,time_allowed_per_user,time_allowed_per_user_detail,room_list,handicap_access_detail,friendly_description,agency_leadership_contact,agency_staff_person_contact_email,twitter_handle,training_types,flickr_tag,training_headline,training_description,training_url,october_open_house,location_leadership,location_leadership_email,pcc_staff_person,pcc_staff_person_email,latitude,longitude
248,yes,no info on number/location within building of computers; not Lumity,polish-american-association-3815-n-cicero-ave,1139,Polish American Association,Community Technology Center,"3815 N. Cicero Ave Chicago, IL 60641",3815 N. Cicero Ave,Chicago,IL,60641,773-975-9898,TUTH: 9AM-5:45PM; F: 10AM-5:45PM; SA: 10AM-12:45PM Break from 1PM to 2PM each day,http://www.polish.org/,0,1,0,1,,,"encyclopedia Encarta Reference Library with dictionary pronunciation of selected words, English-Polish and Polish-English dictionaries",,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-polish-american-association-248,,"multimedia software program to help students learn English: 'Side by Side', computer typing tutorial, Tutor's help",,,,,,,41.968383,-87.6549891
249,yes,,instituto-del-progreso-2570-s-blue-island,,Instituto Del Progreso,Community Technology Center,"2570 S. Blue Island Chicago, IL 60608",2570 S. Blue Island,Chicago,IL,60608,(773) 890-0055 x. 291,"M, T, W, F: 8AM-5PM; TH 8AM -7PM; SA, SU: Closed",http://www.idpl.org,1,1,0,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-instituto-del-progreso-249,,,,,Chistopher Boyce,,,,41.7974482,-87.7529726
250,yes,no information on number or location of computers within the building; updated per JC,chicago-commons-etc-3441-w-chicago-ave,,Chicago Commons ETC,Community Technology Center,"3441 W. Chicago Ave Chicago, IL 60651",3441 W. Chicago Ave,Chicago,IL,60651,(773) 826-0739,M-F: 9AM-5PM,http://www.chicagocommons.org/,0,1,0,1,,,,,,,,,,,,,,,,,Chicago Commons is a workforce development site that offers basic computer classes.,"Kara Kennedy, Jonathon Carter","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-chicago-commons-etc-250,Computer Literacy Training,Basic computer training and IC³ (The Internet and Computing Core Certification) if you are seeking to increase your computer skills for job training,http://www.chicagocommons.org/services/adults.html,,Tauheedah Abdullah,abdullah@chicagocommons.org,Tauheedah Abdullah,abdullah@chicagocommons.org,41.8836686,-87.6250434
251,yes,updated per Lumity site,jane-addams-resource-corporation-main-ctc-4432-n-ravenswood-chicago-il,,Jane Addams Resource Corporation Main CTC,Community Technology Center,"4432 N. Ravenswood, Chicago, IL Chicago, IL 60640","4432 N. Ravenswood, Chicago, IL",Chicago,IL,60640,(773) 728-9769 x. 19,M-SA: 9AM-9:00PM (Classes); Call for Open Lab hours,http://www.jane-addams.org,0,1,0,1,,,,,,yes,"ARC's computer classes rely on volunteer instructors. Offering strong support, flexible scheduling, and access to advanced training, volunteer opportunities at the CTC can be the beginning of a long and rewarding partnership with the vibrant JARC community. Orientation and pre-class training is provided. Most positions entail 2 hours of class time per week for 7 weeks.",,,,,,,,,,"Jane Addams Resource Corporation (JARC)
 is a Center for Working Families that focuses on job training and 
workforce development. JARC’s job training programs target strategic 
skills gaps in the manufacturing and IT sectors, such as Computer 
Numerical Control (CNC) machinist, welder and computer specialist. As a 
Center for Working Families (CWF), JARC provides bundled financial 
support services, such as income supports, financial coaching and 
employment services.","Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-jane-addams-resource-251,Computer Literacy Training,"Classes are avilable in English and Spanish and inlcude training in Introduction to Computers, including the basics of Internet and E-mail Microsoft Office Suite, including Word, Excel, PowerPoint, and Access.",http://www.jane-addams.org/free_basic_training.html,,Neha Chitnavis,nehac@jane-addams.org,,,41.895987,-87.6555939
252,yes,updated per JC,wha-community-tech-center-5417-5437-west-division-street,,WHA-Community Tech Center,Community Technology Center,"5417-5437 West Division Street Chicago, IL 60651",5417-5437 West Division Street,Chicago,IL,60651,(773) 378-1878,M-F: 9AM-8PM,http://www.healthauthority.org,2,1,1,1,,,,,,,,,,,,,,,,,This has computers available for public use and offers youth after school services.,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-wha-community-tech-center-252,,"Quarterly computer classes are offered.  The classes offered include: Introduction to Computers/Microsoft Office Suite, Advanced Microsoft  Excel/Word/Power Point Training and Certification.
 Many students who enroll  in the computer classes have never taken a 
computer course. The classes are  offered free of charge to community 
residents. There are instructors on hand at  all times who are 
knowledgeable and available to help students at all levels",http://www.healthauthority.org/techcenter.php,,,,,,41.7501363,-87.6536143
254,yes,Interested in Lumity program; JC will get back to us,association-house-1116-n-kedzie-suite-528,1156,Association House,Community Technology Center,"1116 N. Kedzie, Suite 528 Chicago, IL 60651","1116 N. Kedzie, Suite 528",Chicago,IL,60651,(773) 772-7170 x. 3102,M-F: 9a -5p; Sat 9a - 2p,http://www.associationhouse.org,1,1,0,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-association-house-254,,,,,,,,,41.9103078,-87.6926308
255,yes,no specific computer lab info on website; not Lumity,community-assistance-program---roseland-11717-s-halsted,1155,Community Assistance Program - Roseland,Community Technology Center,"11717 S. Halsted Chicago, IL 60628",11717 S. Halsted,Chicago,IL,60628,(773) 568-1782,M-F: 8AM-5PM,http://www.capsinc.org/,0,1,0,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Jonathon Carter","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-community-assistance-program-255,,,,,,,,,41.7141166,-87.590374
256,yes,not on Lumity site; JC will follow up,dr-david-j-lochman-cyber-center-3656-n-halsted,1120,Dr. David J. Lochman Cyber Center,Community Technology Center,"3656 N. Halsted Chicago, IL 60613",3656 N. Halsted,Chicago,IL,60613,773-472-6469,M-TSU: 8AM-10PM,http://www.centeronhalsted.org/,1,1,1,1,"During the week time is set aside for our Youth Program, our Senior Program, and classes. Mon-Wed five computers have a one hour time limit, 15 do not. Thurs-Sunday all computers have a 90 minute time limit and each patron gets a maximum of one session.",20,Windows OS basics,1.72 Mbps,.96 Mbps,yes,"Volunteers manage the day to day lab operations. They set up user accounts, manage waiting lists, answer patron questions and maintain a safe environment. Volunteers are requested to pick up one 2-4 hour shift a week and volunteer for a minimum of 3 months.","Volunteers manage the day to day lab operations. They set up user accounts, manage waiting lists, answer patron questions and maintain a safe environment. Volunteers are requested to pick up one 2-4 hour shift a week and volunteer for a minimum of 3 months.",Open and throughout entire building,Paid,Free street parking; paid meter parking; paid parking lot,Red line 3 blocks; Halsted across street; Broadway bus 1 block,unlimited,"Thursday through Sunday each patron gets one session max of 90 minutes. Mon-Wed five computers have a one hour time limit, the remaining 15 do not.",,Elevator and doors.,There are 20 computers available for public use at this computer center.,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-dr-david-j-256,,"Courses include Introduction to Computers and Microsoft Office classes. If interested in learning more about courses available to you, speak with a Cyber Center attendant.",,,,,,,42.019484,-87.6727461
257,yes,,mid-south-workforce-center-4314-s-cottage-grove-ave,1145,Mid-South Workforce Center,WorkForce Center,"4314 S. Cottage Grove Ave. Chicago, IL 60653",4314 S. Cottage Grove Ave.,Chicago,IL,60653,773-538-5627,M-F: 8:30AM-5PM      Orientation - 8:46 M-Th,http://www.cityofchicago.org/city/en/depts/fss/supp_info/chicago_workforcecenters-servicesforjobseekers.html,2,1,2,2,Computers are for job search and training.,25,Jaws software Zoom Software Open Books Software Dragon Naturally Speaker Software Close circuit television Table top cassette player Pocket Talker Pro Traveller CCTV Magnifer,3.89 Mbps,4.04 Mbps,no,,"Volunteers will: assist customers with resumes, cover letters, and job applications sign in customers and assign customers to computers place swipe cards information in the computers look up job information make copies and assist with faxes assist with various other assignments",,Free,There is free parking in the rear of the building for staff and visitors. There is also free parking on the Evans side of the building.,The #4 Cottage Grove bus runs North and South; the number #43 runs east and west.,Timed,Customers are allowed one hour on the computers.( Maybe more depending on how many people are waiting.),,The building is Handicap accessible,"The Chicago Workforce Centers provide employment services under the Workforce Investment Act, including access to resource centers and workshops that assist with developing employment related skills. Resource centers are free to the public for conducting job search activities. these centers are equipped with computers, fax machines, printers and telephones to assist job seekers in conducting job searches, researching labor market information or improving job skills. Workshops are also held at the Workforce Centers on a variety of of employment related topics. The Workforce Centers vary in terms of offerings, so for specific information, please contact the workforce center and find out what services are available and when orientation sessions are conducted.",Karin Norington-Reaves,knorington-reaves@cwic.org,,,pcc-mid-south-workforce-center-257,Digital Skills Training,"DFSS, in partnership with TEC Services, provide training in Digital Literacy, Microsoft Office and other topics. TEC Services, Inc. offers organized group classes taught by qualified trainers.",www.terau.com/midsouth,,,,,,41.895745,-87.668496
258,yes,,north-area-community-service-center-4740-n-sheridan,1117,North Area Community Service Center,WorkForce Center,"4740 N. Sheridan Chicago, IL 60640",4740 N. Sheridan,Chicago,IL,60640,(773) 334-4747 (Voice) or (773) 334-9804 (TTY),M-TH: 9AM (Orientation),http://www.cityofchicago.org/city/en/depts/fss/supp_info/chicago_workforcecenters-servicesforjobseekers.html,1,1,0,1,,,,,,,,,,,,,,,,,"The Chicago Workforce Centers provide employment services under the Workforce Investment Act, including access to resource centers and workshops that assist with developing employment related skills. Resource centers are free to the public for conducting job search activities. these centers are equipped with computers, fax machines, printers and telephones to assist job seekers in conducting job searches, researching labor market information or improving job skills. Workshops are also held at the Workforce Centers on a variety of of employment related topics. The Workforce Centers vary in terms of offerings, so for specific information, please contact the workforce center and find out what services are available and when orientation sessions are conducted.",Karin Norington-Reaves,knorington-reaves@cwic.org,,,pcc-north-area-community-258,Digital Skills Training,"DFSS, in partnership with TEC Services, provide training in Digital Literacy, Microsoft Office and other topics. TEC Services, Inc. offers organized group classes taught by qualified trainers.",www.terau.com/sheridan,,,,,,41.8443267,-87.7237828
259,yes,,garfield-ridge-senior-satellite-center-5674-s-archer-ave,1100,Garfield Ridge Senior Satellite Center,Senior Center,"5674 S. Archer Ave Chicago, IL 60638",5674 S. Archer Ave,Chicago,IL,60638,312-745-4255,M-F: 8AM-3PM,http://www.cityofchicago.org/city/en/depts/fss/supp_info/satellite_centerinformation.html,1,1,0,1,Seniors who are 55 and older,0,not purchased yet,1 Mbps,.375 Mbps,yes,General senior center duties,,not activated yet,Free,,,Varies by availability,,,,"Chicago Department of Family and Support Services (CDFSS) Regional
and Satellite Senior Centers offer public computer access and digital literacy training. The centers are community focal points where older adults come
together for services and activities that reflect their experience and skills,
respond to their diverse needs and interests, enhance their dignity, supports
their independence, and encourage their involvement in and with the center and
the community.",John Mikols,John.Mikols@cityofchicago.org,,,pcc-garfield-ridge-senior-259,,,,,Julie Slawniak,,,,41.8229494,-87.6759361
260,yes,,renaissance-court-at-the-chicago-cultural-center-78-e-washington,1149,Renaissance Court at the Chicago Cultural Center,Senior Center,"78 E. Washington Chicago, IL 60602",78 E. Washington,Chicago,IL,60602,312-744-4550,M-F: 8:30AM-4:30PM,http://www.cityofchicago.org/city/en/depts/fss/supp_info/regional_center_information.html,0,1,1,1,Seniors who are 55 and older,10,not purchaseed yet,1.5 Mbps,.375 Mbps,yes,General Senior Center duties,,Free,Paid,Paid Parking lots all around area,,Varies by availability,lab time during the week,,,"Chicago Department of Family and Support Services (CDFSS) Regional
and Satellite Senior Centers offer public computer access and digital literacy training. The centers are community focal points where older adults come
together for services and activities that reflect their experience and skills,
respond to their diverse needs and interests, enhance their dignity, supports
their independence, and encourage their involvement in and with the center and
the community.",John Mikols,John.Mikols@cityofchicago.org,,,pcc-renaissance-court-at-260,,,,,Patricia O’Malley,patricia.omalley@cityofchicago.org,,,41.7530952,-87.6052438
261,yes,not Lumity,greater-west-town-development-corporation-790-n-milwaukee-ave,1135,Greater West Town Development Corporation,Community Technology Center,"790 N. Milwaukee Ave. Chicago, IL 60622",790 N. Milwaukee Ave.,Chicago,IL,60622,312-563-9570,M-F: 8AM-7:00PM,http://www.gwtp.org/programs.html,0,1,1,1,,,,,,,,,,,,,,,,,multi lingual staff,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-greater-west-town-261,,multi lingual staff,,,,,,,41.9202363,-87.7609381
262,needs follow up,"Address does not match that of website, hours are not website so unsure of what is correct; not Lumity",catholic-bishop-of-chicago-st-sabina-erc-7909-s-racine,1125,Catholic Bishop of Chicago/St. Sabina ERC,Community Technology Center,"7909 S. Racine Chicago, IL 60620",7909 S. Racine,Chicago,IL,60620,773-783-3760,M-TH: 9AM-5PM,http://www.belovedcommunitychicago.org/,1,1,0,1,We only asked that computers are not used to view or create potentially offensive material No Food or Drink No downloading No installing software,37,"Vision and Hearing Impaired - Jaws, ZoomText, Dragon Naturally Speaking,",10 Mbps,50 Mbps,yes,Volunteer assist with data input and monitoring the resource room,Volunteer will assist customers and with data input,,Free,Parking available on the street,"Bus at the corner of 79th and Racine, Redline about 1 mile",Timed,1 hour job search 2 hours for online job application,,"Ramps, computers are accessible to wheelchair access, No push button doors",,"Kara Kennedy, Jonathon Carter","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-catholic-bishop-of-262,,Basic training. Populate with general information,,,,,,,41.8113253,-87.5981405
263,Kyla follow up,check with Hispanic Housing Development Corporation (312-602-6500).  Site phone number disconnected; not Lumity,worknet-development-office-ctc-2610-w-north-ave-2nd-flr,,Worknet Development Office CTC,Community Technology Center,"2610 W. North Ave. 2nd Flr. Chicago, IL 60647",2610 W. North Ave. 2nd Flr.,Chicago,IL,60647,(773) 862-1892,,http://www.hhdc.org/opportunities/workforce.html,1,1,0,1,,,,,,,,,,,,,,,,,This site provides computer access to jobseekers and the public.,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-worknet-development-office-263,,,,,,,,,41.8489743,-87.7086474
